,job_title,publish,company,city,description,link,website,date,search_title
0,"Support Engineer – IT-Servicedesk (2nd Level Support) Professional (m/w/d) Schwerpunkt Linux/Unix, SAP Basis, Windows, Security oder Netzwerk | Bielefeld",Gestern,OEDIV Oetker Daten- und Informationsverarbeitung KG,Bielefeld,"AIX, im Security Umfeld (SSL / Proxy / Message Tracking) und/oder in SAP erleichtern Dir den Einstieg Du besitzt ein fundiertes Verständnis für Abläufe in einem Data",https://www.xing.com/jobs/bielefeld-support-engineer-it-servicedesk-2nd-level-support-professional-schwerpunkt-linux-unix-sap-basis-windows-security-netzwerk-bielefeld-95718016,xing,2023-05-28 12:17:53,Data Engineer
1,Support Engineer – IT-Servicedesk (2nd Level Support) Junior (m/w/d) | Bielefeld,Gestern,OEDIV Oetker Daten- und Informationsverarbeitung KG,Bielefeld,", VMWare) und Kenntnisse zu Betriebssystemen wie Windows und/oder im Security Umfeld (SSL / Proxy / Message Tracking) mit Erste Kenntnisse zu Abläufen in einem Data",https://www.xing.com/jobs/bielefeld-support-engineer-it-servicedesk-2nd-level-support-junior-bielefeld-95717971,xing,2023-05-28 12:17:53,Data Engineer
2,Machine Learning Engineer (m/w/d),Gestern,Kontakttechnik GmbH & Co. KG,Minden,Machine Learning Engineer (m/w/d) Ihre Aufgaben: Sie werden als Softwareentwickler Teil eines agilen Teams zur Umsetzung von Lösungen im Fokusmarkt Cloud im Bereich,https://www.xing.com/jobs/minden-machine-learning-engineer-101992501,xing,2023-05-28 12:17:53,Data Engineer
3,Data Engineer (m/w/d),Gestern,Alexander Thamm GmbH,Allendorf,"Mind. 2 Jahre Berufserfahrung als Software Engineer, Softwareentwickler:in, Data Engineer oder ähnlichem Berufsfeld Sehr gute Kenntnisse der Programmiersprachen",https://www.xing.com/jobs/allendorf-data-engineer-102671753,xing,2023-05-28 12:17:53,Data Engineer
4,Data Engineer / Cloud Engineer (m/w/d),Gestern,Alexander Thamm GmbH,Allendorf,Deine Aufgaben Data und AI sind dein zu Hause?,https://www.xing.com/jobs/allendorf-data-engineer-cloud-engineer-102671739,xing,2023-05-28 12:17:53,Data Engineer
5,Teamlead Delivery - Schwerpunkt Data Engineering (m/w/d),Gestern,Alexander Thamm GmbH,Allendorf,"Berufserfahrung als Software Engineer, Softwareentwickler:in, Data Engineer oder ähnlichem - möglichst im Consulting-Bereich Zusätzlich mind. drei Jahre Berufserfahrung",https://www.xing.com/jobs/allendorf-teamlead-delivery-schwerpunkt-data-engineering-102671744,xing,2023-05-28 12:17:53,Data Engineer
6,Senior Data Engineer (m/w/d),Gestern,Alexander Thamm GmbH,Allendorf,"Berufserfahrung als Software Engineer, Softwareentwickler:in, Data Engineer oder ähnlichem Berufsfeld Sehr gute Kenntnisse der Programmiersprachen Python, Java",https://www.xing.com/jobs/allendorf-senior-data-engineer-102671751,xing,2023-05-28 12:17:53,Data Engineer
7,Teamlead Delivery - Schwerpunkt Data Science (m/w/d),Gestern,Alexander Thamm GmbH,Allendorf,"Qualifikation Mind. drei Jahre Berufserfahrung als Data Scientist, StatistikerIn, MathematikerIn, Machine Learning Engineer oder ähnlich, möglichst im Consulting-Bereich",https://www.xing.com/jobs/allendorf-teamlead-delivery-schwerpunkt-data-science-102671745,xing,2023-05-28 12:17:53,Data Engineer
8,Data Visualization Engineer - Fokus Qlik (m/w/d),Gestern,Alexander Thamm GmbH,Allendorf,Deine Aufgaben Data und AI sind dein zu Hause?,https://www.xing.com/jobs/allendorf-data-visualization-engineer-fokus-qlik-102671742,xing,2023-05-28 12:17:53,Data Engineer
9,Expert Data Engineer (m/w/d),Gestern,Alexander Thamm GmbH,Allendorf,"Berufserfahrung als Software Engineer, Softwareentwickler:in, Data Engineer oder ähnlichem Berufsfeld Sehr gute Kenntnisse der Programmiersprachen Python, Java",https://www.xing.com/jobs/allendorf-expert-data-engineer-102671741,xing,2023-05-28 12:17:53,Data Engineer
10,Data Engineer (m/w/d) - Fokus Cloud Engineering,Gestern,Alexander Thamm GmbH,Allendorf,Wir bieten Data bewegt uns!,https://www.xing.com/jobs/allendorf-data-engineer-fokus-cloud-engineering-102671747,xing,2023-05-28 12:17:53,Data Engineer
11,(Senior) Fullstack Developer*in (w/m/d),Gestern,Westphalia DataLab GmbH,Münster,Bring deine Expertise ein und hilf uns dabei unsere Data-Science Lösungen auf die nächste Ebene zu heben. Wir freuen uns auf deine Bewerbung!,https://www.xing.com/jobs/muenster-senior-fullstack-developer-102665791,xing,2023-05-28 12:17:53,Data Engineer
12,Security Engineer Endpoint Protection (m/w/d),Vor 2 Tagen,pco GmbH & Co. KG,Osnabrück,"Gute Kenntnisse der Produkte Data Loss Prevention, AntiVirus, Desktop Firewall und Host Intrusion Prevention.",https://www.xing.com/jobs/osnabrueck-security-engineer-endpoint-protection-102634702,xing,2023-05-28 12:17:53,Data Engineer
13,Senior Process Engineer Master Data Management,Vor 2 Tagen,Weidmüller Gruppe,Detmold,Ihre Aufgaben als Senior Process Engineer * Master Data Management Schnittstellenfunktion zwischen Fachbereichen und dem Master Data Management Team Prozessoptimierungen,https://www.xing.com/jobs/detmold-senior-process-engineer-master-data-management-102614835,xing,2023-05-28 12:17:53,Data Engineer
14,Data Engineer Prozessdigitalisierung (m/w/d),Vor 3 Tagen,ISR Information Products AG,Münster,"Unser Schwerpunkt liegt auf End-to-End Data Solutions außerhalb des klassischen BI-Bereichs, vor allem im Zusammenspiel mit Business Process Management Lösungen.",https://www.xing.com/jobs/muenster-data-engineer-prozessdigitalisierung-102591508,xing,2023-05-28 12:17:53,Data Engineer
15,Cloud Backend Developer,Vor 3 Tagen,onelake,Dortmund,Unsere Vision: everyone can be a data star!,https://www.xing.com/jobs/dortmund-cloud-backend-developer-102565580,xing,2023-05-28 12:17:53,Data Engineer
16,Junior Process Engineer Master Data Management,Vor 3 Tagen,Weidmüller Gruppe,Detmold,BPMN 2.0) Mitwirken bei der Erstellung zur Konzeption neuer und Optimierung bestehender Abläufe und Prozesse Ihr Profil als Junior Process Engineer * Master Data,https://www.xing.com/jobs/detmold-junior-process-engineer-master-data-management-102550121,xing,2023-05-28 12:17:53,Data Engineer
17,Senior Engineer Power Platform (m/w/d),Vor 3 Tagen,AGRAVIS Raiffeisen AG,Münster,"In vier Teams - Data Analytics, O365 Modern Work, O365 Workplace und DWP Workplace Management - sorgen motivierte Kolleg:innen für das Erreichen der gemeinsamen",https://www.xing.com/jobs/muenster-senior-engineer-power-platform-102546769,xing,2023-05-28 12:17:53,Data Engineer
18,System Engineer Microsoft Endpoint Manager / Intune (m/w/d),Vor 3 Tagen,AGRAVIS Raiffeisen AG,Münster,"In vier Teams - Data Analytics, O365 Modern Work, O365 Workplace und DWP Workplace Management - sorgen motivierte Kolleg:innen für das Erreichen der gemeinsamen",https://www.xing.com/jobs/muenster-system-engineer-microsoft-endpoint-manager-intune-102546768,xing,2023-05-28 12:17:53,Data Engineer
19,Quality Engineer (f/m/d),Vor 4 Tagen,ABB Deutschland,Bad Berleburg,Work model: hybrid #LI-hybrid ABB AG Your contact is: ABB PersonalDirekt +49 (0) 621 381 3500 ABB Data Privacy Statement: https://new.abb.com/privacy-notice/candidate,https://www.xing.com/jobs/bad-berleburg-quality-engineer-102476170,xing,2023-05-28 12:17:53,Data Engineer
