,job_title,publish,company,city,description,link,website,date,search_title
0,24573 - IT System Engineer (m/w/d),Vor 12 Stunden,CEP GmbH Personalmanagement,Dortmund,für die Optimierung der IT Infrastruktur Deiner mittelständischen Kunden verantwortlich Du implementierst neue IT-Lösungen in diversen Projekten Deiner Kunden (Data,https://www.xing.com/jobs/dortmund-24573-it-system-engineer-99695107,xing,2023-04-09 12:19:29,Data Engineer
1,Artificial Intelligence Manager (m/w/d),Vor 14 Stunden,Kontakttechnik GmbH & Co. KG,Minden,"Business Units und Fachbereichen die Roadmap für die nächsten Jahre Dazu erarbeiten Sie einen strukturellen und prozessualen Rahmen, in denen sich KI-Entwickler, Data",https://www.xing.com/jobs/minden-artificial-intelligence-manager-97232978,xing,2023-04-09 12:19:29,Data Engineer
2,Data Engineer (all genders),Gestern,adesso SE,Münster,Als Data Engineer bist du Teil eines innovativen und stetig wachsenden Software Engineering Teams.,https://www.xing.com/jobs/muenster-data-engineer-all-genders-99688304,xing,2023-04-09 12:19:29,Data Engineer
3,Data Engineer (all genders),Gestern,adesso SE,Paderborn,Als Data Engineer bist du Teil eines innovativen und stetig wachsenden Software Engineering Teams.,https://www.xing.com/jobs/paderborn-data-engineer-all-genders-99688303,xing,2023-04-09 12:19:29,Data Engineer
4,Data Engineer (all genders),Gestern,adesso SE,Dortmund,Als Data Engineer bist du Teil eines innovativen und stetig wachsenden Software Engineering Teams.,https://www.xing.com/jobs/dortmund-data-engineer-all-genders-99688306,xing,2023-04-09 12:19:29,Data Engineer
5,Data Architect (all genders),Gestern,adesso SE,Dortmund,Das Competence Center Data Engineering ist verantwortlich für die Umsetzung komplexer Big Data und Cloud Analytics Projekte für unsere namhaften Kunden.,https://www.xing.com/jobs/dortmund-data-architect-all-genders-99688316,xing,2023-04-09 12:19:29,Data Engineer
6,DataOps Engineer (all genders),Gestern,adesso SE,Münster,Als DataOps Engineer (all genders) bist du Teil eines innovativen und stetig wachsenden Teams und bis verantwortlich für stabile und nachhaltige Datenplattformen,https://www.xing.com/jobs/muenster-dataops-engineer-all-genders-99688259,xing,2023-04-09 12:19:29,Data Engineer
7,DataOps Engineer (all genders),Gestern,adesso SE,Dortmund,Als DataOps Engineer (all genders) bist du Teil eines innovativen und stetig wachsenden Teams und bis verantwortlich für stabile und nachhaltige Datenplattformen,https://www.xing.com/jobs/dortmund-dataops-engineer-all-genders-99688260,xing,2023-04-09 12:19:29,Data Engineer
8,Data Engineer Sports (all genders),Gestern,adesso SE,Paderborn,"Pipelines, Data Ingest und Date Processing.",https://www.xing.com/jobs/paderborn-data-engineer-sports-all-genders-99688273,xing,2023-04-09 12:19:29,Data Engineer
9,DataOps Engineer (all genders),Gestern,adesso SE,Paderborn,Als DataOps Engineer (all genders) bist du Teil eines innovativen und stetig wachsenden Teams und bis verantwortlich für stabile und nachhaltige Datenplattformen,https://www.xing.com/jobs/paderborn-dataops-engineer-all-genders-99688258,xing,2023-04-09 12:19:29,Data Engineer
10,Data Engineer Sports (all genders),Gestern,adesso SE,Münster,"Pipelines, Data Ingest und Date Processing.",https://www.xing.com/jobs/muenster-data-engineer-sports-all-genders-99688274,xing,2023-04-09 12:19:29,Data Engineer
11,Data Engineer Sports (all genders),Gestern,adesso SE,Dortmund,"Pipelines, Data Ingest und Date Processing.",https://www.xing.com/jobs/dortmund-data-engineer-sports-all-genders-99688275,xing,2023-04-09 12:19:29,Data Engineer
12,Sachbearbeiter (m/w/d) Baudigitalisierung,Gestern,Landesbetrieb Straßenwesen Brandenburg,Mark,"Prozess- und Projektmanagement sowie wünschenswerte Kenntnisse bei ERP- und AVA-Systemen, BIM oder GIS Grundkenntnisse in Softwarearchitektur, Programmierung und Data",https://www.xing.com/jobs/mark-sachbearbeiter-baudigitalisierung-99676975,xing,2023-04-09 12:19:29,Data Engineer
13,Referent (m/w/d) Fachdigitalisierung,Gestern,Landesbetrieb Straßenwesen Brandenburg,Mark,"Profil: Know-how und Kommunikationsstärke Abgeschlossenes wissenschaftliches Hochschulstudium in der Fachrichtung Informatik, Digital Engineering, Bauingenieurwesen mit",https://www.xing.com/jobs/mark-referent-fachdigitalisierung-99676538,xing,2023-04-09 12:19:29,Data Engineer
14,Data Engineer (m/w/d),Gestern,BRUDERKOPF GmbH & Co. KG,Kassel,Für ihn suchen wir einen Data Engineer (m/w/d) . Wahlweise ist die Arbeit am Standort unseres Mandanten oder remote möglich.,https://www.xing.com/jobs/kassel-data-engineer-99669744,xing,2023-04-09 12:19:29,Data Engineer
15,AWS Experte: in (all genders) - 100% Home Office,Vor 2 Tagen,fino data services GmbH,Kassel,"Solution Architect Associate/Professional, DevOps Engineer Associate/Professional) Es motiviert dich, Aufgaben selbstständig, eigenverantwortlich und lösungsorientiert",https://www.xing.com/jobs/kassel-aws-experte-all-genders-100-home-office-99660579,xing,2023-04-09 12:19:29,Data Engineer
16,Data Engineer (m/w/d),Vor 2 Tagen,ISR Information Products AG,Münster,Du setzt kundenindividuelle Lösungen mit Big Data und Public Cloud Technologien um. Du wirkst bei Lösungsarchitekturen und der Herstellung von Deployments mit.,https://www.xing.com/jobs/muenster-data-engineer-99640814,xing,2023-04-09 12:19:29,Data Engineer
17,Senior Data Engineer (m/w/d),Vor 2 Tagen,BRUDERKOPF GmbH & Co. KG,Dortmund,Für ihn suchen wir einen Senior Data Engineer (m/w/d) . Wahlweise ist die Arbeit am Standort unseres Mandanten oder remote möglich.,https://www.xing.com/jobs/dortmund-senior-data-engineer-99640329,xing,2023-04-09 12:19:29,Data Engineer
18,Business Analyst (m/f/d),Vor 2 Tagen,Riverty Services GmbH,Verl,"As a Business Analyst, you will work closely with our colleagues in Finance and Data Engineering, and learn a lot about our data sources and processes.",https://www.xing.com/jobs/verl-business-analyst-99632553,xing,2023-04-09 12:19:29,Data Engineer
19,IT Business Process Engineer – Logistics (m/f/d),Vor 2 Tagen,Symrise AG,Holzminden,"Middleware experience with the execution of bi-directional data exchange Experience with other SAP areas (e.g., Materials Management/ Purchasing) and Service Cloud",https://www.xing.com/jobs/holzminden-business-process-engineer-logistics-99632289,xing,2023-04-09 12:19:29,Data Engineer
