,job_title,publish,company,city,description,link,website,date,search_title
0,Microsoft IT Administrator:in / System Engineer (m/w/d),,AGRAVIS Raiffeisen AG,,,,xing,2023-06-23 12:21:58,Data Engineer
1,Data Engineer (m/w/d),,Arvato Systems Digital GmbH,,,,xing,2023-06-23 12:21:58,Data Engineer
2,Security Engineer Endpoint Protection (m/w/d),,pco GmbH & Co. KG,,,,xing,2023-06-23 12:21:58,Data Engineer
3,Data Engineer / Cloud Engineer (m/w/d),,Alexander Thamm GmbH,,,,xing,2023-06-23 12:21:58,Data Engineer
4,Data Engineer (w/m/d),,Fagus-GreCon Greten GmbH & Co. KG,,,,xing,2023-06-23 12:21:58,Data Engineer
5,Data Analytics Engineer (m/w/d),,hager Group,,,,xing,2023-06-23 12:21:58,Data Engineer
6,Softwareengineer / Data Scientist (m/w/d),,Brunel,,,,xing,2023-06-23 12:21:58,Data Engineer
7,Data Engineer (g*),,ARI-Armaturen Albert Richter GmbH & Co. KG,,,,xing,2023-06-23 12:21:58,Data Engineer
8,Teamlead Delivery - Schwerpunkt Data Engineering (m/w/d),,Alexander Thamm GmbH,,,,xing,2023-06-23 12:21:58,Data Engineer
9,Data Engineer (m/w/d) - Fokus Cloud Engineering,,Alexander Thamm GmbH,,,,xing,2023-06-23 12:21:58,Data Engineer
10,Data Engineer (w/m/d),,Rhenus Assets & Services GmbH & Co. KG,,,,xing,2023-06-23 12:21:58,Data Engineer
11,Senior Data Engineer (m/w/d),,Alexander Thamm GmbH,,,,xing,2023-06-23 12:21:58,Data Engineer
12,Teamlead (m/w/d) Data,,Bikeleasing-Service GmbH & Co. KG,,,,xing,2023-06-23 12:21:58,Data Engineer
13,Data Visualization Engineer - Fokus Qlik (m/w/d),,Alexander Thamm GmbH,,,,xing,2023-06-23 12:21:58,Data Engineer
14,Cloud Data Solutions Engineer (m/w/d),,Computer Futures,,,,xing,2023-06-23 12:21:58,Data Engineer
15,Expert Data Engineer (m/w/d),,Alexander Thamm GmbH,,,,xing,2023-06-23 12:21:58,Data Engineer
16,"LINUX DevOps Consultant | Big Data, LINUX, DevOps, JAVA, Cloud | bis 100% Home-Office mögl. (mwd)",,Vesterling AG,,,,xing,2023-06-23 12:21:58,Data Engineer
17,"APEX / ORACLE Software Developer | Forms, Reports, Implementierung | Home-Office möglich (mwd)",,Vesterling AG,,,,xing,2023-06-23 12:21:58,Data Engineer
18,"APEX / ORACLE Software Developer | Forms, Reports, Implementierung | Home-Office möglich (mwd)",,Vesterling AG,,,,xing,2023-06-23 12:21:58,Data Engineer
19,"Systemadministrator SAS | Linux, Java-Stack, Big Data | bis 80.000 € | Inhouse (mwd)",,Vesterling AG,,,,xing,2023-06-23 12:21:58,Data Engineer
