,job_title,publish,company,city,description,link,website,date,search_title
0,Big Data Engineer (m/w/d),Vor 1 Stunde,ORDIX AG,Münster,"Ihre Aufgaben Zu Ihren Aufgaben gehören die Beratung, der Betrieb und die Problemanalyse einer Big Data Plattform im Hadoop Umfeld Sie administrieren und konfigurieren",https://www.xing.com/jobs/muenster-big-data-engineer-101337784,xing,2023-05-08 12:19:22,Data Engineer
1,BI Business Analyst / Data Engineer (m/w/d),Vor 1 Stunde,LVM Mitarbeiter,Münster,Deshalb suchen wir Sie als BI Business Analyst / Data Engineer (m/w/d) Ihr Aufgabengebiet Mitarbeit in dem Themenfeld Business Intelligence mit Schwerpunkt auf Datenschnittstellen,https://www.xing.com/jobs/muenster-bi-business-analyst-data-engineer-101334935,xing,2023-05-08 12:19:22,Data Engineer
2,DevOps Engineer Business Intelligence (BI) (m/w/d),Vor 11 Stunden,Atruvia AG,Münster,"Für unser Geschäftsfeld Data, Security and Identity im Tribe Omnikanalsteuerung suchen wir dich als DevOps Engineer Business Intelligence (BI) (m/w/d) Münster Unbefristete",https://www.xing.com/jobs/muenster-devops-engineer-business-intelligence-bi-101301140,xing,2023-05-08 12:19:22,Data Engineer
3,Data Engineer,Vor 16 Stunden,Symrise AG,Holzminden,prepared to help us build a greenfield data platform Technical Degree such as (business) computer scientist or (business) engineer or comparable education Experience,https://www.xing.com/jobs/holzminden-data-engineer-101283669,xing,2023-05-08 12:19:22,Data Engineer
4,ADVANCED SYSTEMS ENGINEER (M/W/D),Gestern,HELLA GmbH & Co. KGaA,Lippstadt,"ADVANCED SYSTEMS ENGINEER (M/W/D) ADVANCED SYSTEMS ENGINEER (M/W/D) Standort Lippstadt, Germany Pacesetting. Passionate. Together.",https://www.xing.com/jobs/lippstadt-advanced-systems-engineer-101158651,xing,2023-05-08 12:19:22,Data Engineer
5,Data Engineer (m/w/d) - hybrid,Vor 3 Tagen,AIM - Agile IT Management GmbH,Osnabrück,Vollzeit | unbefristet | Osnabrück | hybrid Als Data Engineer (m/w/d) bei AIM schaffst du durch deine Datenaufbereitung die Grundlage für die Analyseprojekte deiner,https://www.xing.com/jobs/osnabrueck-data-engineer-hybrid-101112768,xing,2023-05-08 12:19:22,Data Engineer
6,Professur für »Bauinformatik im konstruktiven Ingenieurbau« im Fachbereich Bauingenieurwesen (m/w/d),Vor 3 Tagen,FH Münster,Münster,"Monitoring, Big Data sowie nachhaltige und digitale Bauwerksüberwachung.",https://www.xing.com/jobs/muenster-professur-bauinformatik-konstruktiven-ingenieurbau-fachbereich-bauingenieurwesen-100110435,xing,2023-05-08 12:19:22,Data Engineer
7,Data Engineer (m/w/d),Vor 3 Tagen,ISR Information Products AG,Münster,Du setzt kundenindividuelle Lösungen mit Big Data und Public Cloud Technologien um. Du wirkst bei Lösungsarchitekturen und der Herstellung von Deployments mit.,https://www.xing.com/jobs/muenster-data-engineer-101094543,xing,2023-05-08 12:19:22,Data Engineer
8,Security Engineer Endpoint Protection (m/w/d),Vor 3 Tagen,pco GmbH & Co. KG,Osnabrück,"Gute Kenntnisse der Produkte Data Loss Prevention, AntiVirus, Desktop Firewall und Host Intrusion Prevention.",https://www.xing.com/jobs/osnabrueck-security-engineer-endpoint-protection-101091780,xing,2023-05-08 12:19:22,Data Engineer
9,Application Engineer-Controls for Data Centers (male/female/x),Vor 4 Tagen,FläktGroup Deutschland GmbH,Herne,We are looking for an Application Engineer for Data Centers (male/female/x) MAIN RESPONSIBILITIES • Planning / project planning of electrical engineering systems,https://www.xing.com/jobs/herne-application-engineer-controls-data-centers-male-female-101087069,xing,2023-05-08 12:19:22,Data Engineer
10,Testingenieur (m/w/d) Function & Safety,Vor 4 Tagen,ZF Group,Stemwede,"Stellensegment: R&D Engineer, R&D, Safety, Systems Engineer, Engineering, Research, Service",https://www.xing.com/jobs/stemwede-testingenieur-function-safety-101063597,xing,2023-05-08 12:19:22,Data Engineer
11,Head of Data Engineering,Vor 4 Tagen,Symrise AG,Holzminden,on when necessary Technical Degree such as (business) computer scientist or (business) engineer or comparable education Experience managing or leading other data,https://www.xing.com/jobs/holzminden-head-data-engineering-101063465,xing,2023-05-08 12:19:22,Data Engineer
