,job_title,publish,company,city,description,link,website,date,search_title
0,Expert Data Engineer (m/w/d),,Alexander Thamm GmbH,,,,xing,2023-07-16 12:20:30,Data Engineer
1,Data Business Intelligence Engineer (m/w/d),,Kontakttechnik GmbH & Co. KG,,,,xing,2023-07-16 12:20:30,Data Engineer
2,Data Engineer (w/m/d),,digit xperts GmbH,,,,xing,2023-07-16 12:20:30,Data Engineer
3,Security Engineer Endpoint Protection (m/w/d),,pco GmbH & Co. KG,,,,xing,2023-07-16 12:20:30,Data Engineer
4,IoT Software Engineer (F/M/D),,Synctive,,,,xing,2023-07-16 12:20:30,Data Engineer
5,Cyber Security Engineer - Incident Response (m/w/d),,G DATA CyberDefense AG,,,,xing,2023-07-16 12:20:30,Data Engineer
6,Analytics Engineer - Data Science / Python / JavaScript / Home Office (m/w/d),,Workwise GmbH,,,,xing,2023-07-16 12:20:30,Data Engineer
7,Supply Chain Process Engineer (m/w/d),,flaschenpost SE,,,,xing,2023-07-16 12:20:30,Data Engineer
8,Python Engineer (m/w/d) – Data Science Planning and Steering,,flaschenpost SE,,,,xing,2023-07-16 12:20:30,Data Engineer
9,API - Programmierschnittstellenentwickler & DevOps Engineer m/w/d - Remote,,PBCN GmbH - Personalberatung Christmann/Nowack,,,,xing,2023-07-16 12:20:30,Data Engineer
10,IT Engineer (m/w/d) Endpoint Protection,,DIE JOBMACHER GmbH,,,,xing,2023-07-16 12:20:30,Data Engineer
11,Data Engineer (m/w/d),,Atos SE,,,,xing,2023-07-16 12:20:30,Data Engineer
12,Data Engineer (m/w/d),,ISR Information Products AG,,,,xing,2023-07-16 12:20:30,Data Engineer
13,Big Data Engineer (m/w/d),,ORDIX AG,,,,xing,2023-07-16 12:20:30,Data Engineer
14,(Senior) Consultant Data Engineer SAS (all genders),,adesso SE,,,,xing,2023-07-16 12:20:30,Data Engineer
15,Data Engineer (m/w/d) | Dortmund,,ADVERGY GmbH,,,,xing,2023-07-16 12:20:30,Data Engineer
16,(Senior) Machine Learning / AI Engineer (all genders),,adesso SE,,,,xing,2023-07-16 12:20:30,Data Engineer
17,(Senior) Artificial Intelligence Specialist (all genders),,adesso SE,,,,xing,2023-07-16 12:20:30,Data Engineer
18,(Senior) Artificial Intelligence Specialist (all genders),,adesso SE,,,,xing,2023-07-16 12:20:30,Data Engineer
19,(Senior) Artificial Intelligence Specialist (all genders),,adesso SE,,,,xing,2023-07-16 12:20:30,Data Engineer
