,job_title,publish,company,city,description,link,website,date,search_title
0,SAP Software Engineer (Java Development) (w/m/d),,NTT DATA Business Solutions,,,,xing,2023-07-04 12:22:52,Data Engineer
1,SAP Software Engineer (Java Development) (w/m/d),,NTT DATA Business Solutions,,,,xing,2023-07-04 12:22:52,Data Engineer
2,Senior Data Engineer (m/w/d),,Alexander Thamm GmbH,,,,xing,2023-07-04 12:22:52,Data Engineer
3,Machine Learning Engineer / Data Scientist - Google Cloud (all genders),,adesso SE,,,,xing,2023-07-04 12:22:52,Data Engineer
4,Machine Learning Engineer / Data Scientist - Google Cloud (all genders),,adesso SE,,,,xing,2023-07-04 12:22:52,Data Engineer
5,Machine Learning Engineer / Data Scientist - Google Cloud (all genders),,adesso SE,,,,xing,2023-07-04 12:22:52,Data Engineer
6,Cloud-Architect IoT/ Industrie 4.0 (all genders),,adesso SE,,,,xing,2023-07-04 12:22:52,Data Engineer
7,Cloud-Architect IoT/ Industrie 4.0 (all genders),,adesso SE,,,,xing,2023-07-04 12:22:52,Data Engineer
8,Cloud-Architect IoT/ Industrie 4.0 (all genders),,adesso SE,,,,xing,2023-07-04 12:22:52,Data Engineer
9,"Softwareengineer Machine Learning | MLOps, Python, SQL, C#, NoSQL | bis 100% HO, bis 90T€ p.a. (mwd)",,Vesterling AG,,,,xing,2023-07-04 12:22:52,Data Engineer
10,DevOps Engineer Big Data (m/w/d),,Atruvia AG,,,,xing,2023-07-04 12:22:52,Data Engineer
11,"LINUX DevOps Consultant | Big Data, LINUX, DevOps, JAVA, Cloud | bis 100% Home-Office mögl. (mwd)",,Vesterling AG,,,,xing,2023-07-04 12:22:52,Data Engineer
12,"APEX / ORACLE Software Developer | Forms, Reports, Implementierung | Home-Office möglich (mwd)",,Vesterling AG,,,,xing,2023-07-04 12:22:52,Data Engineer
13,"APEX / ORACLE Software Developer | Forms, Reports, Implementierung | Home-Office möglich (mwd)",,Vesterling AG,,,,xing,2023-07-04 12:22:52,Data Engineer
14,"Systemadministrator SAS | Linux, Java-Stack, Big Data | bis 80.000 € | Inhouse (mwd)",,Vesterling AG,,,,xing,2023-07-04 12:22:52,Data Engineer
15,"Systemadministrator SAS | Linux, Java-Stack, Big Data | bis 80.000 € | Inhouse (mwd)",,Vesterling AG,,,,xing,2023-07-04 12:22:52,Data Engineer
16,"Linux-Systemadministrator | Anwendungsbetrieb im Java-Umfeld, BI, Big Data (mwd)",,Vesterling AG,,,,xing,2023-07-04 12:22:52,Data Engineer
17,"Linux-Systemadministrator | Anwendungsbetrieb im Java-Umfeld, BI, Big Data (mwd)",,Vesterling AG,,,,xing,2023-07-04 12:22:52,Data Engineer
18,"IT Security Engineer | Linux, Windows | bis. 80.000€ p.a. | 100% Home-Office mögl. (mwd)",,Vesterling AG,,,,xing,2023-07-04 12:22:52,Data Engineer
19,Expert Data Engineer (m/w/d),,Alexander Thamm GmbH,,,,xing,2023-07-04 12:22:52,Data Engineer
