,job_title,publish,company,city,description,link,website,date,search_title
0,"Support Engineer – IT-Servicedesk (2nd Level Support) Professional (m/w/d) Schwerpunkt Linux/Unix, SAP Basis, Windows, Security oder Netzwerk | Bielefeld",Vor 13 Stunden,OEDIV Oetker Daten- und Informationsverarbeitung KG,Bielefeld,"AIX, im Security Umfeld (SSL / Proxy / Message Tracking) und/oder in SAP erleichtern Dir den Einstieg Du besitzt ein fundiertes Verständnis für Abläufe in einem Data",https://www.xing.com/jobs/bielefeld-support-engineer-it-servicedesk-2nd-level-support-professional-schwerpunkt-linux-unix-sap-basis-windows-security-netzwerk-bielefeld-95718016,xing,2023-05-27 12:17:14,Data Engineer
1,Support Engineer – IT-Servicedesk (2nd Level Support) Junior (m/w/d) | Bielefeld,Vor 13 Stunden,OEDIV Oetker Daten- und Informationsverarbeitung KG,Bielefeld,", VMWare) und Kenntnisse zu Betriebssystemen wie Windows und/oder im Security Umfeld (SSL / Proxy / Message Tracking) mit Erste Kenntnisse zu Abläufen in einem Data",https://www.xing.com/jobs/bielefeld-support-engineer-it-servicedesk-2nd-level-support-junior-bielefeld-95717971,xing,2023-05-27 12:17:14,Data Engineer
2,Machine Learning Engineer (m/w/d),Vor 16 Stunden,Kontakttechnik GmbH & Co. KG,Minden,Machine Learning Engineer (m/w/d) Ihre Aufgaben: Sie werden als Softwareentwickler Teil eines agilen Teams zur Umsetzung von Lösungen im Fokusmarkt Cloud im Bereich,https://www.xing.com/jobs/minden-machine-learning-engineer-101992501,xing,2023-05-27 12:17:14,Data Engineer
3,Testingenieur (m/w/d) Function & Safety,Vor 17 Stunden,ZF Group,Stemwede,"Stellensegment: R&D Engineer, R&D, Safety, Systems Engineer, Engineering, Research, Service",https://www.xing.com/jobs/stemwede-testingenieur-function-safety-101063597,xing,2023-05-27 12:17:14,Data Engineer
4,Data Engineer (m/w/d),Vor 19 Stunden,Alexander Thamm GmbH,Allendorf,"Mind. 2 Jahre Berufserfahrung als Software Engineer, Softwareentwickler:in, Data Engineer oder ähnlichem Berufsfeld Sehr gute Kenntnisse der Programmiersprachen",https://www.xing.com/jobs/allendorf-data-engineer-102671753,xing,2023-05-27 12:17:14,Data Engineer
5,Senior Data Engineer (m/w/d),Vor 19 Stunden,Alexander Thamm GmbH,Allendorf,"Berufserfahrung als Software Engineer, Softwareentwickler:in, Data Engineer oder ähnlichem Berufsfeld Sehr gute Kenntnisse der Programmiersprachen Python, Java",https://www.xing.com/jobs/allendorf-senior-data-engineer-102671751,xing,2023-05-27 12:17:14,Data Engineer
6,Data Engineer / Cloud Engineer (m/w/d),Vor 19 Stunden,Alexander Thamm GmbH,Allendorf,Deine Aufgaben Data und AI sind dein zu Hause?,https://www.xing.com/jobs/allendorf-data-engineer-cloud-engineer-102671739,xing,2023-05-27 12:17:14,Data Engineer
7,Teamlead Delivery - Schwerpunkt Data Engineering (m/w/d),Vor 19 Stunden,Alexander Thamm GmbH,Allendorf,"Berufserfahrung als Software Engineer, Softwareentwickler:in, Data Engineer oder ähnlichem - möglichst im Consulting-Bereich Zusätzlich mind. drei Jahre Berufserfahrung",https://www.xing.com/jobs/allendorf-teamlead-delivery-schwerpunkt-data-engineering-102671744,xing,2023-05-27 12:17:14,Data Engineer
8,Teamlead Delivery - Schwerpunkt Data Science (m/w/d),Vor 19 Stunden,Alexander Thamm GmbH,Allendorf,"Qualifikation Mind. drei Jahre Berufserfahrung als Data Scientist, StatistikerIn, MathematikerIn, Machine Learning Engineer oder ähnlich, möglichst im Consulting-Bereich",https://www.xing.com/jobs/allendorf-teamlead-delivery-schwerpunkt-data-science-102671745,xing,2023-05-27 12:17:14,Data Engineer
9,Data Visualization Engineer - Fokus Qlik (m/w/d),Vor 19 Stunden,Alexander Thamm GmbH,Allendorf,Deine Aufgaben Data und AI sind dein zu Hause?,https://www.xing.com/jobs/allendorf-data-visualization-engineer-fokus-qlik-102671742,xing,2023-05-27 12:17:14,Data Engineer
