,job_title,publish,company,city,description,link,website,date,search_title
0,Supply Chain Process Engineer (m/w/d),,flaschenpost SE,,,,xing,2023-07-12 12:23:56,Data Engineer
1,Python Engineer (m/w/d) – Data Science Planning and Steering,,flaschenpost SE,,,,xing,2023-07-12 12:23:56,Data Engineer
2,API - Programmierschnittstellenentwickler & DevOps Engineer m/w/d - Remote,,PBCN GmbH - Personalberatung Christmann/Nowack,,,,xing,2023-07-12 12:23:56,Data Engineer
3,IT Engineer (m/w/d) Endpoint Protection,,DIE JOBMACHER GmbH,,,,xing,2023-07-12 12:23:56,Data Engineer
4,Data Engineer (m/w/d),,Atos SE,,,,xing,2023-07-12 12:23:56,Data Engineer
5,Data Engineer (m/w/d),,ISR Information Products AG,,,,xing,2023-07-12 12:23:56,Data Engineer
6,Big Data Engineer (m/w/d),,ORDIX AG,,,,xing,2023-07-12 12:23:56,Data Engineer
7,R&D Senior Software Engineer (m/f/d),,ABB Deutschland,,,,xing,2023-07-12 12:23:56,Data Engineer
8,Head of Service Operations,,ABB Deutschland,,,,xing,2023-07-12 12:23:56,Data Engineer
9,(Senior) Consultant Data Engineer SAS (all genders),,adesso SE,,,,xing,2023-07-12 12:23:56,Data Engineer
10,Data Engineer (m/w/d) | Dortmund,,ADVERGY GmbH,,,,xing,2023-07-12 12:23:56,Data Engineer
11,(Senior) Machine Learning / AI Engineer (all genders),,adesso SE,,,,xing,2023-07-12 12:23:56,Data Engineer
12,(Senior) Artificial Intelligence Specialist (all genders),,adesso SE,,,,xing,2023-07-12 12:23:56,Data Engineer
13,(Senior) Artificial Intelligence Specialist (all genders),,adesso SE,,,,xing,2023-07-12 12:23:56,Data Engineer
14,(Senior) Artificial Intelligence Specialist (all genders),,adesso SE,,,,xing,2023-07-12 12:23:56,Data Engineer
15,Cloud Data Engineer (all genders),,adesso SE,,,,xing,2023-07-12 12:23:56,Data Engineer
16,Cloud Data Engineer (all genders),,adesso SE,,,,xing,2023-07-12 12:23:56,Data Engineer
17,Cloud Data Engineer (all genders),,adesso SE,,,,xing,2023-07-12 12:23:56,Data Engineer
18,Machine Learning Engineer (m/w/d),,Kontakttechnik GmbH & Co. KG,,,,xing,2023-07-12 12:23:56,Data Engineer
19,(Senior) Fullstack Developer*in (w/m/d),,Westphalia DataLab GmbH,,,,xing,2023-07-12 12:23:56,Data Engineer
